asin,review_count,avg_rating,negative_count,positive_count,combined_text,negative_ratio,cluster
B01M0GB8CC,4,4.25,1,3,"It said “this accessory is not supported by this device” definitely wanting to return these but considering I’m ordering a real pair of headphones, I’d rather tell everyone to NOT BUY THESE. sometimes with the headphones in it’ll not support it and play whatever I wa a listening to out loud. This is not cool Normal apple headphone quality Apple earbuds just as expected, good quality, and will probably buy them again when I destroy these. Great price. Good headphones.",0.25,3
B01MTB55WH,3,5.0,0,3,This is a great little speaker.  Has really good sound for its size.  Very good battery life as well.  There are more expensive speakers available that have better sound quality - but this one is really good for the price. Let's start with this is not an expensive speaker.  I wanted this for in my work shop and or my garage which ever I was going to be working in that day.  So a big expense speaker would be a waste .  Now  to this speaker I turn it on it connects  to my tablet and away we go .  I can turn it up and s<br />Most of the time I can hear it over what ever I'm doing. This is a great little speaker and I'm happy with its performance. really nice sound for the price. not quite the base of the bose but not tinny like most of the speakers everyone else has. very happy with this purchase.,0.0,0
B01MZEEFNX,9,4.888888888888889,0,9,"This has lost its connection once in the week I've had it, whilst the Echos in the same room did not.  So as others have noted, there may be a issue of disconnection propensity for this device.  Seems to be solvable by pushing the manual on/off toggle button on the plug.  But of course if your Wifi internet connection goes down, it won't be able to change its on/off state.  It is a good sample of the potential pros and cons you might encounter with a broader smarthome configuration.  👏👏 Love the smart plug automation. I have the smart plug connected to a lamp located in the center of my house. Some difficulty connecting the smart plug to my Wi-Fi via Amazon Alexa app. After three tries it finally connected. Initially I wanted to connect to my coffee pot. But the plug came on and off but the coffee pot did not turn on. So I settled for a lamp. put it on a lamp But really only one outlet can't do much but use it for a lamp. I do like it and got it on Prime day for a very good price. Very easy to attach to your echo device. Works perfect every time. I put a splitter plug that makes it have two plugs on mine so I can turn on both my lamps at same time in living room.<br /><br />Great little device to make you seem hip and trendy So good! We use these all over our house! Perfect for the Christmas tree and for our bedside lamps! Pair easily to Alexa and we never have any problems with them! We plan on buying more! I use it for a bedroom lamp.  Works great when entering the room at night with Alexa turning the light on! Easier to set up with Amazon products, than the non Amazon brands.<br />Works great.  Biggest problem I have is remembering what I have named each of the 3 plugs,<br />If you use the wrong name, the lamp in another room can go on and wake someone up. Love this for our lamps. We turn on the lamps In The living room when away so it appears someone is home.",0.0,4
B06XCM9LJ4,5,4.6,0,5,"Love this Echo. Great speaker add on. Calendar reminder has helped to remind me of appts or things last minute. I definitely recommend Overall the Echo is decent (hence my 3 out of 5 stars), but it is smaller than I was expecting.  Sound quality is good for the speaker being small.  I'd recommend a much larger speaker for the next generation of Echo. The echo is great, and Alexa is great. I only wish that the volume ring was back in this version... I miss it from the first generation echo. In comparing the sound fro the first-generation echo, I can't tell much of a difference. The sound is better on my Google Home. On the Echo, sound is a bit flat to my ears. The Microphone picks up very well though, as good or better than my Google home, and the first-generation echo. Had to send back since gift receiver didn’t want it... I love me speaker everyone is shocked on how well it sounds. It really does fill a room",0.0,4
B06XCQKTKR,3,5.0,0,3,"Really an excellent speaker which can be used anywhere. My college-age son loved it. The sound quality is excellent. I have gone through many Bluetooth speakers and had yet to listen to one that had such depth of sound as this Bose SoundLink Revolve.  I know it's not the first Bose SoundLink Bluetooth speaker, but it's my first and it blows away all the others that gather dust around here.  Visually similar to my Amazon Echo, I had to let Alexa know that she has a competitor in my home but reassured her that she is still loved.  I can't talk to this Bose, but each time I turn it on, a generated female voice alerts me to the battery life remaining and what device it's pairing with.  Setup took only a minute, the manual is only a few words and diagrams, and after a full battery charge, it's still going after daily use for what seems like dozens of hours.  I'm serious, I have not plugged it back in yet because I want to see what happens when the battery nears death.  I did not want to wait to write this review because I'm so impressed with the audio that is generated from this little speaker that can also withstand being carried outside without harm.  Of course, I'm not willing to test it in the rain, but have to say that my neighbors could not believe the music was coming from this little black speaker. Today was like Christmas for me. I received a package and iIn the box, is a very sleek speaker. As you unpack this little 2 pound wonder, you find the charging cord and charger and instructions. First thing I did, was plug this baby into an outlet and start charging it up. Before you use it, download the Bose Connect app for iPhone or android app, which will unlock the pairing feature and access future updates. You will see the charge on the speaker on the very top by the on off button. On the top of the speaker, you will see a Bluetooth pairing button and symbols to show if it is connected or not. One charge will yield about 12 hours of play time. On the top, you will see the speaker also has NFC capability. You will also see buttons for volume. The sound is what you would expect from Bose. Loud, clear and lots of bass. Oh, one more thing, the speaker is water resistant so you can have it outside. This was very easy connect to my iPhone.",0.0,0
B073BVWRSP,4,4.75,0,4,"I use this to play music while I'm riding my bike to work everyday so I have it turned up full blast the whole way.  It takes full volume without distortion but I wish it could pump out a bit more bass (has a slight rattle when the speakers bottom out).<br /><br />Still, for the price and against competing portable speakers it gets LOUD and pairs seamlessly with my phone.  I get a week's worth of riding out of a charge, so that's roughly 12 hours of full volume playing without dying on me.  Pretty good.  I like this speaker, it sounds good, it plays loud and since I use it 12 hours a week I generally get a year or two out of it before it breaks.  For the amount of use I put it through that's pretty good for the price, I'm sure it will last you far longer since I used mine so often. These are excellent for increasing both the range and volume of wireless (and wired) devices. Give your phone stereo sound with real separation and no complex control interface. Let the audio from your in-car DVD player be easily heard in the back seat and almost inaudible up front. Add in their water resistance and these are the perfect indoor/outdoor audio solution. I also have the JBL Charge2 bluetooth speaker. The JBL has incredible sound, and great bass. This little OontZ Angle 3 ULTRA Is just as clear as the JBL. Bass is almost as good but its up there. For the price I highly recommend this speaker! Fantastic little package and has GREAT volume and the battery last all day for me. I use it for work in a shop where we work on vehicles. Loud little thing I will tell you. Never loses quality either. For a portable bluetooth speakers, these are excellent in sound quality,  battery life and well designed.  Dont expect high quality bass sound",0.0,0
B0748G1QLP,3,2.6666666666666665,2,1,"The headphones have a solid fit and finish (at $250 they should).  The case is quite nice and the headphone stay in place via magnets.<br /><br />Pros<br />​Easy setup with the Bose App.<br />Headphones fit snugly for long periods of time without causing ear fatigue.<br />Deep bass (almost too much when in quiet spaces).<br />Long battery life.<br />Take calls (right ear bud only)<br /><br />Cons<br />​Expensive<br />Headphones stick out of your ears quite a bit.<br />No noise cancelling.<br />If you have $250 to spare and are in the market for very good Bluetooth ear buds these should be top of your list. It was working great for the first few months...then I started noticing the battery would be dead the next day after a full recharge. Definitely not worth the $$$$, my cheap $20 earbuds were much more reliable. I found Bose's latest wireless headphones to be a fairly serious disappointment, which was surprising and frustrating after having bought 5 or 6 pairs of headphones over the years, along with speakers and a Wave Radio.  I *like* Bose products.<br /><br />Let me start with the positive, to be fair.<br /><br />1. They sound great.<br />2. They stay in my ears.  (A feature Apple did not think to include with their glorious AirPods.)<br />3. The Bose connect app on the iPhone is slick and useful.<br /><br />The negatives.<br /><br />1. They are very big and jut from my ears in a way that looks comical.  I've seen other people compare them to the bolts on Frankenstein's neck, but for the ears.  Actually, though, it's worse than that, because their weight makes them droop.  So I'd describe the look as more Frankenstein Eeyore.  If you have hair that covers your ears, you will probably be ok.  But I am close to bald, so I can't really wear them in public.  Since I bought them to wear during my workouts at LA Fitness and while coding at work, the fact that they make me look silly is a show stopper.<br /><br />2. Given the look issues, I'd love to wear them when I listen to music on my computer at home, but they don't pair properly with Windows 10.  They have a voice profile and a music profile.  No matter how I fiddle with my PC, based on advice from the various threads on Bose's support forums, I cannot get the music profile to activate.  The reason this is a problem is that the voice profile only plays music in one ear, and at far reduced quality.  Like it's-being-piped-to-your-ear-through-Satan's-toilet quality.  Bose's suppport forums have various threads about this, and it's clear that some part of Bose's software group either doesn't get it or is trying to avoid publicly stating that they can't fix the problem.  They claim it is Windows or software differences on various PCs, but my Apple AirPods work fine as do Bose's SoundSport Wireless headphones (though they lack a mic, so the scenario is somewhat different).<br /><br />3. I wish there was a way to hear audio in both ears while making calls.  You can do this with the AirPods.",0.6666666666666666,3
B0748N1BZD,4,5.0,0,4,"I have had one of these speakers for a year now and I use it nearly every day!  It is perfect for listening to music in the shower; no more straining to hear the phone on max volume!<br /><br />I brought it with me to a holiday lunch meeting at work in one of our event spaces and one of my bosses was so surprised that it wasn’t the speakers in the space that he bought one.  Other co workers that weren’t there reached out to me to tell me they bought one because of my boss’s speaker and story about mine.  Very odd, but it seems that people decide that they may actually need a speaker after seeing this one.<br /><br />This speaker, while being hefty in the hand (I’d say it weighs about a pound), is super packable.  It’s durability leaves me unconcerned when I toss it in my carryon bag for work trips or visits to far away family.  It is certainly a luxury, but also fun to pull out and toss on the patio at a family gathering.<br /><br />I just picked up a second speaker (yay for holiday sales).  I like party mode and the fact that you could use 2 for stereo audio if you are so inclined.  I did note that the audio was oddly out of sync when I first tried it, but repairing seemed to resolve it.<br /><br />I recommend to anyone in the market for a Bluetooth speaker, but admit it is more of a luxury item. Couldn’t believe a small speaker can produce such a good quality sound. I use it in my car, at work and everywhere I go, well worth the money. Awesome speaker! Typical Bose Quality with low price! Easy to take to Beach, Vaca or home. Got to say, I love the Bose Bluetooth speakers. Portable, great sound and small. You can take them just about anyplace. Pair it with your phone or iPod and you will have sound in no time. And it will be good sound. Not tinny like with other portables. You get long lasting power too. Charge and go. For hours. And hours. Up to 6 hours of quality sound. This unit is also water proof and comes with a strap to attach to whatever you want to attach it to...like a bike, a loop, etc.",0.0,0
B074WDWVX1,3,5.0,0,3,"My daughter has an older, iPhone 6. The headphone jack on her phone broke several months ago, so she has not been able to listen to music using headphones for a while. We got an estimate for repairing it, but she doesn't want to spend the money on it.  I saw this and wondered if it would help solve that problem for her. Since it uses a lightening cable, we thought we would give it a try. It works wonderfully with her phone. She is very happy to be able to listen to music again without the use of a portable speaker. She is also able to charge her device at the same time. The sound quality is good and there has been no hissing or feedback. it took me a while to find these. I did searches and it wasn't until my husband came across this. I do have bluetooth B&O headphones but they only last for 4 hours. So I use my Westones to listen to my meditation music or my Apple playlist alone. I love that Apple allowed a company to make this because I spent a lot of money on westones for best quality listening. AND I love the ability to charge my phone at the same time. so this little thing is worth the money!<br /><br />Now I know many other companies make a similar thing but I ran into the problem of not compatability and I spend money on 3 different ones. so yes, these Belkins ARE the bomb! Lightning 3.5 Audio dongle with charging port.",0.0,3
B075M7FHM1,3,3.3333333333333335,1,2,"Tiny speaker with a tiny cost = big sound & one happy customer!! My work computer recently died & the new one my boss ordered didn't come with speakers. With the low price of this speaker, I wasn't quite sure what to expect, but some sound was better than none, I figured. The sound this little speaker puts off, taken into consideration with the cost, blew my mind! I had to kick the volume WAY down & it was still louder than my prior computer's built in speakers. I was really shocked. I love it!! I'd definitely recommend this to others & I'll probably buy another one for the house! My tiny phone speaker was louder. The speaker is truly plug and play, Sound is fine. Volume is controlled by the PC sound settings. I wish it had an LED or some indicator that it’s on. I went to use it for a video call recently and I didn’t find out it wasn’t working until the call, which meant I had to do something different for that call. Fortunately, resolving the issue was easy. I went to the audio settings to troubleshoot it; I was told a driver needed to be updated and the speaker was working again in 5 minutes.",0.3333333333333333,0
B07644ZS1D,3,2.6666666666666665,1,2,"Without researching the product I did an impulse buy of the Samsung Gear IconX.  I liked the idea that I could load music and use them while I was fishing.  During their use, the left earbud was on the side facing the sun.  After about a half hour, the earbud started announcing something like ""need to cool down"".  It would repeat it  . . . and repeat it . . . and repeat it until I took the earbuds off and put them back in their case and in my vehicle.  The touch controls are crazy and unpredictable and I am never sure what will happen when I try to do a tap or double tap . . .  I will be attempting to return the earbuds for a refund. These are rather pricey for what they do, which is cord free earphones/buds. The case which holds and charges them (with a USB cord) is rather nice and handy, and lights up (red or green) to let you know when they're charged. They also charge relatively fast, which is good, and have various molds to help ensure a good fit. But yes, you'll be charging these a lot if you use these daily or often, be forewarned. Also, the controls are a little tricky to figure out and you might fumble with them a bit, considering you're pressing the things, basically, no nice cord with clear buttons. The sound quality is decent, not quite what I'd expect for the price, since part of the price is for the cordless nature of these things (that and the internal storage and the google speak and...). So yes, they've got a lot of nice options to them which make them more than just earbuds. My first pair, one of the earbuds the sound got really low, nothing worked to fix it. Returned for replacement.<br />Second pair, after a couple of months the same thing happened, but now they are out of warranty and I cannot replace them. I did not pay $200 for 1.5 years of use, this is BS. never again, will buy Airpods as much as I dislike Apple.. Reading online it looks like this is very common.<br /><br />Edit: Added one star back, just tried using them again after 4 months and they are working again! Also, I deleted the app and reinstalled it, including the earbuds plugin. Make sure to delete the app completely by going through all the apps installed. Wait about two weeks and reinstall the app. This is what I did, might work for you. Also make sure to drain the earbuds completely, plug them in to charge and while they charge connect them through the freshly installed galaxy app.",0.3333333333333333,3
B077378YSS,3,4.333333333333333,0,3,"I love the bass level output.  Very clear and clean.  It was super easy to synchronize with iPad, android phone.  The controls are great and so easy to use, better than those that sit on the ear piece.  The only thing is that the microphone is sensitive and needs to be near the mouth to be heard at the other end.  The design and Quality of material is pretty great.  Aside from the microphone, this is my favorite wireless earbuds. We blow through ear buds in our house and it seems that everyone has different ones that they like and don't like.  Let's see how these measure up:<br /><br />WHAT ARE THESE EAR BUDS LIKE?<br />These ear buds come in a nice box with a little instruction booklet.  There is a little bag with three sets of gel caps in it.  There are also three sets of hooks.  Each of them comes in small medium and large.  The hooks keep the buds in the ear but are soft so they don't hurt the ear at all.<br /><br />The controls are on the right ear- the top hits about where the chin is.  The connecting cord is big enough to be worn in front or back.  The set comes with a cord but you have to have your own USB access to plug it into whether it be on an outlet or computer.<br /><br />COMFORT<br />One of the most comfortable and secure earbud/headsets we have used to date- love that the hooks that help hold them in are soft so they don't hurt the ear, even after worn for a while.<br /><br />PERFORMANCE<br />VOLUME<br />The headset gets the best result for us with the volume on max on the headset and halfway on the tablet that we use it with.<br /><br />HIGHS/LOWS/MIDS<br />One of the things with this headset is that the highs are really nice and strong and so are the lows.  The problem seems to be that the mids are drowned out making it feel like it is a bit out of balance.  We have messed with it quite a bit and it seems to be the way it is.<br /><br />SOUND PROOFING<br />These have excellent sound insulation capabilities.  That does mean, however, that you need to be careful where you are wearing them if you need to hear what is around you or not.<br /><br />BATTERY ALERT<br />When you first turn on the headphones, it will identify itself, tell you it is pairing and then give you an idea of how much battery life you have left- low, medium, or high.<br /><br />POWER BUTTON<br />The power button is nice.  Volume/skip functions are a challenge to get used to as compared to other Bluetooth headsets.  There are sequences and timing as compared to others which seem to be simpler to use.<br /><br />PAIRING<br />Very good pairing on all of the different devices we tested this with- several phones from Moto G3, Blu phone, Samsung Tablets and our stereo (forgot brand)<br /><br />CHARGE<br />A charge has been lasting a good six to eight hours for us.  Recharging seems to take us about three hours.<br /><br />THE BOTTOM LINE<br />These are comfortable headphones that are easy to use, stay in the ears well, and have good insulation from ambient noise in the room or surroundings.  They have nice highs and lows but tend to drown out the mids.  The controls are a bit more challenging to learn at first as compared to other Bluetooth head sets we have used.<br /><br />MY RATING<br />FOUR AND A HALF STARS- not able to give that so I am doing four.  It is more like four and a half.  The sound could be a little more balanced, and the controls not quite so difficult, but this is still a great set of headphones and we like it a lot. I have been through many Bluetooth buds. The problem I have, most of the time, is getting a good fit in my ear. I also detest that separate charging port that you have to attach to a usb cord, to a port and attach the earplugs. This one does not do that. The charging port is on the power/volume piece, so that is one less thing to have to worry about losing. I was able to easily pair my iPhone and the sound was good. I am not a musician, so I don't require the loud bass that others want. I listed to podcasts as I sleep. These are working just fine and I am not getting tangled up with the speaker input like in regular ear plugs. I am a happy customer right now. The only things I would change at this moment is the length of battery power. It is 9 hours of extended. I would like a full 12 hours of power.",0.0,3
B0778PCW73,5,4.4,0,5,"Value pair of cans. Good for kids that continue to find new ways of breaking every pair that of headphones they are given. Easy to connect to and have a decent sound for YouTube and movies. They fall a bit short for music. Cool style for an elementary kid. The mic works well for FaceTime or google hangouts. These headphones charged well and I really thought the sound is great. The charged stayed for several hours and they were comfortable to wear. I like the night green color too!  The Bluetooth connected easily to my phone. I really like these headphones, especially for this price.  I have $400 Sennheisers and after listening to these for a while I had to swap out to see what the sound difference was.  And I definitely cannot say that these are just as good, but I cannot say that the difference would justify an additional $300+.  Especially when I was looking for a pair for my kids to use on road trips.<br /><br />The kids did appreciate them.  They are not completely isolating but they isolated enough to let them listen to their music over road noise while driving.  They will definitely be a part of our road trip equipment from now on.<br /><br />The fit seems to be better for the kids than for me.  Perhaps my head is too big, but they felt a bit tight for me.  Kids report they fit great.  I'm not sure that an audiophile would really appreciate these, but for the price, my kids love them. I normally think of storage media and batteries when I think of Maxell. That said, this is my second pair of Maxell headphones. My first pair is an ANC set that isn’t perfect, but they’re far and away better than I would ever have expected. These phones are not ANC phones, they’re just wireless listening phones. I was hopeful that they would be as good as my ANC phones in terms of sound quality, and Maxell has not disappointed me. They’re not perfect but they’re better than you can reasonably expect from the asking price.<br /><br />Up front, let me say that I am not a big fan of on-ear headphones, and these fall into that category. I prefer an over-the-ear phone which to me is more comfortable. These aren’t bad for on-ear phones. This comes down to preference. If you are cool with on-ear phones, these will work for you, but if you have to have over-ear phones then you should consider other options.<br /><br />The pads are soft enough, though they aren’t super cushy like some others I have used.<br /><br />Being Bluetooth phones I immediately connected them to my phone. The connection went off without a hitch, though the phone was slower to find these than I had hoped. Once connected, they have been stable and reconnecting is much faster.<br /><br />The real test is the sound profile. On my ANC phones, Maxell worked a miracle and got the sound profile nearly perfect even when the noise canceling is turned on. With these phones, the sound profile is not precise but it’s very balanced and better than average. The bass is strong but not throbbing like most headphones made these days. I like bass, but I don’t appreciate the insistence on pumping it so heavily that it gives me a headache. The midrange is full and music sounds like it has some depth without sounding like it’s playing from the bottom of a well. The highs are bright and clear, though on specific frequency ranges there is the slightest hint of distortion if you really look for it (and since I’m reviewing these, I went looking for it).<br /><br />I cranked up the music as high as I could, and there was only a hint of distortion in the highs. And I had a headache when I was done.<br /><br />Build-wise, these are not too bad. I would not pack them in a gym bag or anything like that, but these should work fine for a long while as long as they’re cared for properly. There’s enough flex in them to make them durable enough to survive some rough handling, but at the end of the day they’re primarily plastic - a drop from the right height or being crushed in a book bag will break them.<br /><br />These phones are under $50 as I write this. What’s really distressing is that I have phones that are north of $200 that do not sound as good as these. Maxell knows how to make a good headphone that competes well with more expensive phones - I have two very different pairs to prove it. It begs the question - why are they only making budget headphones?<br /><br />I would rate these slightly lower if the asking price were above the $50 mark. But, at the asking price you’d be hard-pressed to find headphones that sound better. The headphones themselves are comfortable and easily adjustable, the range is nice, and the sound quality is great, but the controls themselves are frustrating. The pairing says that you hold until the light flashes blue then red, and I did this. But what happened to me is I held it and it flashed blue once then it would flash red repeatedly. The manual said nothing about repeated red flashing so I assumed it was in pairing mode and I was confused as to why it wouldn't appear on my phone. After a while, I realized that if I held the pairing button longer after it started flashing red then it would flash blue and red alternately and then I could pair. I still have no clue what the red flashing means. Also, the way the skip/volume is set up is weird and temperamental. You hold the button to change the volume and press once to skip or go to the previous song (depending on which volume buttons you press), but sometimes after letting go from holding the volume button the song will change anyway. I think it would be more efficient to switch to press to change volume and hold to change song to prevent accidental switches. I have yet to try a phone call but if the volume/song switch buttons weren't so annoying this would be a great product.",0.0,3
B0791H74NT,10,4.9,0,10,"I got these for my mother when her (battery operated) speakers finally croaked.  She had to come get me and show me how good they sounded.  I was pleasantly surprised. These look nice and give off surprisingly good sound,  I work with my laptop constantly and use it for everything, but their built in speakers are terrible.  These are nice an portable and plug and play, would recommend for anyone who travels or moves around with their laptop a lot These speakers take up less space.  The sound though!!  I wasn't expecting much from such a little speaker, but to my surprise, they sound great and can get pretty loud!! My sound system on my work pc isn’t the best. Internal speakers are often not the best quality- you need an external speaker set if you want the enjoy better overall sound. This need convinced me to add Creative Pebble 2.0 USB-Powered Desktop Speakers to my office.<br /><br />These speakers are round and are angled at approximately 45 degrees. This is good, because it aims the sound more directly at you, when you’re sitting at a desk. The sound quality is generally good, especially for this price range. There is a volume control on one of the speakers, which controls both. If you feel you can’t get the desired volume, don’t forget to check your existing volume, on your pc. The control on these speakers works with your built- in speakers volume control.<br /><br />I really like the bass delivered by these speakers. When you consider how small these speakers are, it is not something you would expect. Oh, and speaking of the size, they are small enough to fit into tight quarters. They are less then five inches wide, so you should have no problem finding a place on your desktop to sit them.<br /><br />These speakers come in either white or black, to fit your décor. I picked black because it matches best with my color scheme. II like what I have and, again, for the price point it would be difficult to find a set of speakers any better than Creative Pebble 2.0 USB Powered Desktop Speakers. They are easily worth the small investment. I needed something to listen to audio books and youtube videos on.These are very nice for that. I thought the tilt was really silly, but it seems to help a lot with the sound.Who knew? Plenty loud, I have hearing issues and these are fine. Set up was straight forward and super easy. Its a lot of speaker for a little price Love these external speakers. I got them because I do gaming, and sometimes I just don’t want to wear my headphones. They do everything I expected them to do and more If your desktop didnt come with speakers, well let me tell you this is the product for you! The sound quality is great! It doesn't take up too much room to setup and it isn't complicated to setup. Once plugged in just make sure the computer knows those are the speakers and its done!!!! These little speakers are GREAT! They work great for me, would definitely recommend them for ppl like me who don’t want to spend a lot of money. These are perfect for that. The noise quality is great, the bass is great, but I only use them at quiet levels, as my boss is kind of a jerk about this kind of thing... I love these for a good looking, smallish size, good sound quality desk speakers.<br />I have always trusted Creative for anything music related. PROS:<br />NICE SOUND!  Would these compete with REALLY high end speakers? No, but for little desktop speakers, they're GREAT!  BETTER than ones that cost more.<br /><br />LOOK - I like the look of them on my computer table and the fact they come in black or white.  I got the black.  Much cooler looking than  most little speakers.<br /><br />EASE OF USE AND INSTALLATION - OK I AM SO NOT HI TECH!  UNDERSTATEMENT.  These are easy to attach to my old desktop and simpler than previous ones I had with more cords.  ALSO USE couldn't be easier.  When power is connected, green light goes on.  There is one simple knob to turn on and same knob adjusts volume.<br /><br />PRICE - THESE ARE BETTER SOUND QUALITY, LOOK HIGHER END AND BETTER than more expensive desktop speakers I've had that cost more.<br /><br />IF THERE IS ONE DOWNSIDE, these would not be speakers you would want to travel with a lot.  They look great, but the center part has no protection and is soft.  FINE for sitting on top of a desk or table, but you would have to pack carefully because something sharp or hard pushing into them would ruin them.  BUT I just have mine on my computer table, so they are PERFECT for me.",0.0,2
B0791T9CV7,3,2.3333333333333335,2,1,"I've been trying to use the cube with DTVNow for a few months now and have reset to factory defaults, deinstalled app multiple times and still have the same issue, which is the video and audio will stutter when starting the app after being dormant overnight or idle for several hours.  If I restart the Fire Cube, the app will work ok.  It's never been as fast the Gen 2 FireTV box we had but I was willing to deal with that for the slick device control the Cube offered. Not being able to use my primary  TV streaming service is a show stopper. Shame as it could have been a great device, I suspect it's a processor and/or lack of memory issue, but not certain. Will be selling it CHEAP and replacing with with a ROKU or Invidia Shield. I literally hate my fire cube. I have 9 fire sticks in my house of 11 TVs and my fire cube is worthless. Other than turning on my lamps it's more frustrating than it could EVER be worth. I have always loved my Amazon prod but this is a HUGE disappointment.<br />I'd rather go back to my dot and stick and be more than content.<br />Amazon...you should recognize the issues and give all of us early adapters a refund!! Works well but doesn’t have a speaker. Uses your tv to play music. Turns tv on and off. Stream is good. Easy remote controls. Very fast",0.6666666666666666,4
B0791TX5P5,3,3.6666666666666665,1,2,"It's works perfect. I just press microphone and say what i want to watch. Helps!! I got the newest 4K streaming stick with alexa voice control remote. As of yet i haven't purchased a 4K T.V. but the firestick works on any high def T.V. with a hdmi port. There are lots of free movie and T.V. apps so you can cut the cord and save lots of $$ doing away with cable. You will just have to simply connect a OTA antenna to the back of your TV to receive your local channels. The remote is ok but not great. It does sync easily with your T.V.s CEC control and lets you use the remote for T.V. power on and off. Volume control and alexa voice command. But personally i found it just as quick and easy to manually navigate the apps you want to watch rather than using the button on the remote to ask for a certain app. More times than not the voice control will get what your asking it wrong. But the volume control and power control on the remote is a very good plus over the basic remote. The battery compartment for remote is a little tricky to get opened at first but if you just apply a slight pressure at the same time as sliding the compartment down jt will slide right open. And getting to the streaming quality it will depend on which app you are using. Surprising to me is that the Amazon Prime Video app uses a lot more wifi data than most of the other apps making the shows and movies buffer quite a bit sometimes. I am curious why Amazon Prime uses so much more data vs Netflix or Hulu for example but it surely does. And if you have a Roku device and are used to the Rokus functions it will take a bit of getting used to how the Firestick apps are downloaded and stored compared to the Roku. But they both have equally good and bad comparisons when it comes to their individual functions. Both have excellent picture and sound. What i would really like is for Amazon's firestick to have a remote control app for your android or ios phone. Roku does have the free remote app to download and works great navigating and also has alexa voice control and tou can plug earphones into your phone for private listening. And also remember when buying a firestick to check the gift box if it is going to be used by someone else in their home. If you check the connect to my account box instead all of your information on your other firesticks will be on the new one and also the Amazon buying app with your personal information. So be vigilante and at least have a PIN set up on your Amazon account so no non approved purchases can be made. Not happy with my ""upgrade"" from a fire box. Streaming is generally fine once it is working, but, man, can it be slooooooooooow to load the home screen, respond to a button press, etc. Also, it sometimes randomly fails and provides zero feedback. For example, I recently adjusted my wifi access point to use a DFS frequency. The fire stick stopped connected to the wifi with ""unexpected error"". I tried a variety of things including ""forgetting"" the network, rebooting the stick, etc. Never did I get a useful error message. This thing is supposed to support a/n/ac, but it can't deal with a DFS frequency. No other device in my household had this problem. We've had other random issues here and there.<br /><br />Fwiw, I do provide the usb connection for power, but it complains about not having usb power. I don't get it. 'course, there's no useful feedback about why it doesn't think it's getting usb power (even though it is...)",0.3333333333333333,4
B07BFRHZLB,3,3.6666666666666665,1,2,"This little item made my soundbar play along with all my Amazon devices. So happy!! Thought I would try this unit when the price was dropped to replace a 2nd generation dot that was playing thru Bose Series 3 speakers.  So I simply removed the Dot and installed the input.  Setup was easy enough using a smart phone (wish my PC could be used instead of a smart phone!).  Anyway, as others have complained the output from the ""input"" was too low.  Had to almost turn the Bose gain to max.  Not so with the Dot.  I asked the unit to increase the treble and it said that was not available on the unit.  The dot allows for treble and bass changes.<br />I did not think that the input sounded as well as the dot.  So I went back  to using the tried and true dot that has given no problems for many months.  I cannot recommend the input, even at the low price.  I think spending a few more dollars for a Dot is advised. This is perfect if you have a good speaker to hook up to. I have a Bose and didn’t need a speaker. Perfect",0.3333333333333333,4
B07BHF993Q,3,3.6666666666666665,1,2,"Pros:<br />Great sound, bass is good and clean.<br />Wook well with Alexa.<br />Bluetooth connectivity is excellent. Woks well with iPhone7.<br />Voice microphone is almost more clear than my phone.<br /><br />Cons<br />Fitting took some time to get use to. More bulky than wired buds but that's understandable, due to battery.<br /><br />Over all a great set of ear buds I would easily recommend. Ok after using this pair for over a year now, I can write a proper review for it. First few months worked great, no issue. After about a year, I got 3 highlighted problems that keep happening. 1/ the system/bluetooth connection started to fail, it won’t connect to my phone, or is able to connect but has really loud random static. 2/ Random loud static, freaked me out many times. 3/ Won’t charge when i put them back in the pod, the pod is full of battery, but the pair just won’t take power from it. Today i was using the headphone while doin yard work, worked for 15 mins then they has decided to stop working completely, the app won’t recognize them, they don't take power from a fully charged pod. I’m done with these. Their sound worked great, i don’t have a problem with sound quality, it seems like its the connection system fails, between phone and headphones and pod… Spent $200 on these originally, i’ll probably buy a different brand because I want them to last at least 3 years. I freakin'  love these earbuds. They are incredibly comfortable and won't budge during my workouts or runs. These buds tuck nicely into its oval shaped charging case, which stores the pods in between my workouts and keeps them from getting lost. I find that the charging pod case is extremely hard to open. Actually, you have to squeeze and open the case at the same time to lift the lid to get it open. Love the google assistant feature as well. These buds can last 5 hours on their own and then an additional 10 hours if they are charged up in between workouts. ( Much longer than my Apple earpods. )<br /><br />You can find other less expensive wireless bluetooth earphones, but the alternatives either aren't sweat resistant for workouts, or don't fit as well. So overall, they are a very good set to own.",0.3333333333333333,3
