asin,rating,text,sentiment_label,predicted_label
B09DKBJXQP,5.0,"The equipment I needed to connect didn't have RCA ports, but had a 1/4 inch stereo port. This adapter got the job done! I was able to connect my composite speakers with these adapters. No complaints. 5-Stars!",positive,positive
B06XXM7V8M,5.0,Perfect case for my speaker,positive,positive
B00O15BQC6,5.0,"This little speaker has incredible sound even with the water running.  The sound is clear, very easy to setup and use.right out of the box. Battery life seems to be great if you power off each time. Also, the bluetooth has a pretty good range for when you leave your phone else in the house. This has a visual and voice to let one know when it is powered on or off.",positive,positive
B07GZNK328,3.0,"I am not a fan of these earbuds - which is no surprise since I was not a fan of iPhone earbuds. I just can't get these situated in my ears properly without hurting. I just have an issue with quite a few earbuds and end up using earphones instead, which is not easy if you are trying to sleep. The sound is okay and my granddaughter will most likely love these - they will match her mouse.",positive,positive
B099N4K6J8,4.0,"I like the versatility of this mount. Many options to mount a camera or phone using the screw with the platform that folds to different angles, or using the clamp. Ability to mount an external light is nice. Feels like a solid unit, and it quite stable. The legs are plastic and do not have a real positive lock when open, so it doesn't feel as stable as I'd like when fully extended. Overall it's a decent compact mount to carry around for the price.",positive,positive
B0821R8N8P,3.0,I bought a blur set from this company because it was Amazon's choice and had good reviews.  However after about 4 months having it it died and will no longer turn on. Also the battery life I'd about 8 hours at best. I have had different earbuds that lasted for a whole 24 hours before needing charing,positive,negative
B08R9T375R,5.0,"THE GOOD:<br />--------------<br />* You get two headphones.<br />* Colors are perfect if you happen to have one boy, and one girl.<br />* Bonus headphone jack splitter is included.<br />* Built in microphone.<br />* Headphones are limited to 94db safe volume.<br />* Ear muffs are very comfy.<br /><br />THE BAD:<br />-----------<br />* Nothing at all. Because of Covid, schools are asking that our kids bring our own headphones for computer time. These are perfect for that purpose. 5-Stars!",positive,positive
B0079VOD9M,5.0,"These seem a bit fragile, but I've used and abused them now for a while and they've held up like champs. Sound is clear and nice, though lows are not too pronounced. For the price, get a few pair. Well worth it!",positive,positive
B07QKYTGH9,3.0,The headphones are great. They sound amazing and the quality is terrific. I have a serious gripe though with the twisted cable. It tangles constantly. I have let it just sit and spin and it still feels like it wants to bind and tangle up. I really dislike that aspect of these headphones immensely.,positive,negative
B002BA596W,4.0,"First of all, these speakers sound just great, they really do. I'll echo the comments that the cords are an awkward design, depending on where you place them in relation to your sound source and listening position.<br /><br />The power on-off button is on the top of the subwoofer, but the volume up-down control is on one of the satellites. And the sub's level control is on the sub itself. Aside from just plain being a bit weird, it means you're going to have to keep both the sub and one of the satellites within easy reach. Also, the cord that connects to your sound source is attached to the sub (as is the power cord); combined with the controls on the sub, this is just plain awkward. I'm using these speakers at work, and I have the sub on the floor under my desk. I'm controlling the volume from iTunes, so that's cool. But it would be very annoying if I had to be using the speaker's controls all the time.<br /><br />A minor annoyance is the shape of the metal legs for the satellites. They are sturdy and look nice, but they take up much more space on my crowded desk than I'd like. Other speaker systems use more vertically shaped satellite stands, which take up half the space. These satellites are much more squat.<br /><br />I also have one of the better Logitech 2.1 systems, which also sounds great. But Logitech puts all the controls on a little control unit that you can keep in easy reach. (And also has a headphone output too.) That's a much more convenient design. But between the two, the sound of these Altec Lansing speakers is superior.<br /><br />Here's the dealmaker for me -- the bass control on the subwoofer can be turned all the way down, so the sub isn't putting out any sound at all. This is a great feature because it lets me play just the satellites late at night, and I'm not disturbing my housemate in the adjoining room.",positive,positive
B07DV9DHVR,4.0,"I've been using this for 3 years now, plugged into the obd2 port for power in driving and parking mode. It has yet to fail, the video is pretty good and the audio is good as well. Temps get pretty extreme here with lows of -60° F and highs of 110° F on occasion, it gets much hotter inside the parked car and my cam is still running true!<br /><br />It's too bad Amazon isn't selling this version anymore, otherwise I would recommend it to anyone and everyone!",positive,positive
B07ZG88M6N,4.0,"I ordered the 'Emart Heavy Duty C Stand Max Height 10ft /300cm, Adjustable Photography Stand with 4.2ft/128cm Holding Arm 2 Pieces Grip Head and Baby Pin for Photography Reflector, Softbox, Monolight' for review and would like to share some of my thoughts.<br /><br />I have been using this C Stand for some time now and I would like to first say that this is my very first C Stand so I don't have anything to compare it with but I can say that this thing is a beast and is very sturdy. It was very simple to set up and I appreciate the fact that it comes with the Baby Pin, which I use all the time with this stand. My only complaint is that adjusting the arms can be a bit of a pain as you really need to loosen them quite a bit, then pull them apart manually to separate the teeth to allow the arm to freely move. Not having had or used a C Stand before, I am not sure if this is a common issue with other brands or not, but I would think that there would be a spring in the arm mechanics that would push the teeth apart when loosening the clamps and make the adjustments a bit easier.<br />With that said, I still love this C Stand and would highly recommend it, as it is very well built aside from the clamps issue. It is as described, and very heavy duty indeed.",positive,positive
B074ZN2FD1,5.0,I have several of these.  They are easy to install and love that I can use one app for all cameras.  Great color and audio,positive,positive
B002NVC1DS,5.0,"My Pioneer Elite receiver runs super hot, but this really helps cool down it's Passive Radiators.  The USB will be great for some people...others may need to go for a 100VAC version.  Luckily I was able to snatch a USB output from the cable box.<br /><br />Recommend, it's pretty quiet and helps cool your equipment down.",positive,positive
B00YCX0XMQ,5.0,my son built a gaming computer last year but I'd bought the case for him - not based on performance but because I thought it looked nice... as it turns out it had no sound dampening padding and it sounded like a jet taking off when it started up and when playing certain games it became such a big concern we took the computer to the local repair shop just to make sure everything was working like it was supposed to.  When the Thermaltake Suppressor tower came up on the Amazon Vine program I jumped at the chance to get him a case with padding to dampen the sound - and so far this has been excellent.  He's opted not to do the water cooled thing since he doesn't overclock his computer and the fans keep it cool enough but it is nice to know that there's plenty of room if he'd like to go that route in the future.  When I first showed my son the picture of the case he was sure the see through side would prevent it from dampening the sound but this case still cut down the noise by probably a good 75%. --- and there's way more room in the case for him to add other components or whatever later down the road.  It's an excellent case and we couldn't be happier.,positive,negative
B08TKXDLQB,5.0,"[[VIDEOID:7cc17d49b6d953fb7dabe1f7014939]] The Sony 65"" Bravia XR X90J TV is a super impressive TV. You definitely get what you pay for. Sony is a brand I have trusted for many years. I actually have an older model of this TV that I love and even though it's older, it still works like a gem!<br /><br />First of all, the instructions for set up are super easy to follow. It comes packaged nicely in a box where it is protected with styrofoam and cardboard. The TV is also covered in plastic for extra protection from scratches. It comes with 2 legs that automatically lock in that does not require any screws or tools whatsoever! The legs are labeled 1 and 2, so pay attention, as there are corresponding numbers on the back of the TV. If you are looking at the back of the TV - 1 is on the left, and 2 is on the right. The TV is lightweight and the legs lock in so easily. I cannot review the wall mounting aspect of this, as I chose to use the included legs.<br /><br />The back right of the TV has all of the connections: 4 HDMI's (3 & 4 for 4K), cable, remote, ethernet, video in, headphones, optical, and 2 USB's (500 mA Max & 900 mA Max).<br />The power cord connects on the back left side of the TV.<br /><br />The remote is super convenient if you use streaming apps! I have YouTube, Netflix, Prime, and Disney Plus. There are buttons for each of these apps which instantly takes you to them. The remote is sleek with a nice design, and is easy to use with no issues.<br /><br />If you use a Firestick, it connects super easily to the TV. You can still use your FireStick remote if you choose, and get the 4K experience.<br /><br />We have an older version Xbox One which we connected to it, however it is not 4K. To get the 4K experience, you will need an updated Xbox which has 4K built into it. We chose to disconnect the Xbox and run directly through the TV.<br /><br />After powering up the TV, you get walked through the setup process. It's very easy to follow and to set up the Wifi. The only thing I didn't care for is that when setting it up, it asks about Samba TV and to sign up for emails and communications. I really don't care for this SPAM and didn't wish to add any additional apps. The set up is through Google TV, which is basically the master for all of the apps.<br /><br />The refresh rate is amazing. The picture quality at 4K is out of this world. Even the sound quality through the speaker is great without using surround sound! There is also no lagging at all. My TV is in the living room which has a kitchen right behind it. Sometimes the kids are in the kitchen while watching TV and I would notice a glare on the screen on my old TV. With this TV there is NO GLARE!! Which is amazing!<br /><br />Overall, this TV blew my mind away and it's the best I have ever owned!! If you are looking for a TV with outstanding quality from a trusted brand, then this is it.<br /><br />Also, the delivery service was different from what I have used before, however they had amazing service and kept me in the loop as to when it would be delivered, and the delivery was perfect!",positive,positive
B084ZJFNKN,3.0,"I've had this camera a few months. The install went pretty well. I had to reboot a few times to pick the camera up, but once it was recognized, that has worked well.  The camera does not clamp securely onto my external monitor. I fixed that problem by getting a separate flexible arm that clamps onto my desk and holds the camara.  I love the physical lens cover so I can easily control when the camera is capturing an image. The picture quality is great. I love having an external camera instead of relying on the one on my laptop so my laptop can stay connected to the docking station and I don't have to try to get it moved over to the center of my desk every time I have a videoconference. Unfortnately there there are two remaining problems that are making me now decide to look for another camera:<br /><br />1. Echos:  When using this camera, is it causes an echo on videoconferencing that others can hear. I cannot hear it. It is so annoying to others that immediately people start talking about it and asking if the call can be done using some other audio.  It definitely happens on Microsoft Teams calls as others have said in the Questions section for this product on Amazon. I can't remember if it happened on Webex videocalls also. Others have said switching the audio source solves that problem.<br /><br />2. Wide View: This may be standard on these cameras. I'll find out when I shop for a new one, but the view is much wider than my native laptop camera. I can't find any way on the camera to ""crop"" it so that it shows only the person during videoconference and not a lot of what is to the right and left of the person. I solved that problem by installing OBS Studio and the OBS virtual camera. OBS allows me to crop the picture and then uses that video as the ""camera"" in Microsoft Teams. That works very well to get a good cropped video, however, the image quality  went way down and it freezes up sometimes, so it is not a great solution because I end up not having smooth starts to videoconferences with all the troubleshooting I have to do to get OBS, the webcam, and the conferecing software to all work together.<br /><br />I hope I can find a camera that works seemlessly so that the now much more frequent videoconferences, thanks to the pandemic, will go more smoothly.",positive,negative
B08MW2VVRS,5.0,"I love this!  I have not used the microphone, and may not use it.  But,  I do a lot of work in my large Garage for ceramic selling online.  I spend hours and hours there,  always cleaning,  organizing,  packaging and storing my supplies.  So,  I love this because it is loud, and I can play it from the Laptop or the Kindle Fire.  There are lights.  It is not huge,  and it is not large,  it is just right.  I will try to hook it up to the new computer that is minus a tower.<br /><br />I can carry this to the garage and back to the house.  I listen to music all the time.  I had no trouble getting it to play.  I can use it outside when I work in the yard.  There are not a ton of buttons to mess with.  It is simple and the sound is wonderful!  Battery life seems good.  I love this!",positive,positive
B07DN7XBN3,5.0,"It had been a while since we needed to be able to use a device like this, but finally we had the chance.  Here is a brief outline of the experience.<br /><br />WHAT IS THIS LIKE?<br />This is a power inverter which uses the power of the car to enable you to power up simple things like a laptop (as long as it does not have too high of a draw), cell phones, tablets, etc.  You can also use conventional plugs for something like a mattress inflating device etc.  The cord is pretty short that comes with it, so you have to have longer cables if you plan to use this in the back.<br /><br />There is the option to use the cigarette lighter in the front (if you have one) or the battery itself if you are camping for instance using the black and red clamps that come with this.<br /><br />HOW DOES IT PERFORM?<br />This is not a ""move your house into your car"" type item.  It is sufficient to charge phones, tablets, laptop that is not too high of a draw, but it is not going to run a household on a campsite.  For us inflating a mattress and using it to recharge phones and a tablet for games is what we purposed it for.  It performed very well for the task.<br /><br />CAMPING<br />Our son who is a bit of an electronic tinkerer managed to get a car battery that was from a junked car, charge it on a charger at home and then take the inverter with him camping using the car battery as the base to work from for the week that he was camping.  He ran Christmas lights at night, MP3 player recharged as well as a speakder and then used it sparingly to keep the phones charged and mattresses filled.  The inverter worked beautifully and the campsite was the ""home away from home""<br /><br />NOTE ABOUT INSTRUCTIONS<br />I found the instructions lacking in this, but if you look around online, or have a tinker guy in the house like our son, you will be just fine and find what you need to run it.<br /><br />THE BOTTOM LINE<br />For a handy device that works from your car, or as our son rigged up a car batter from a junked car for a camping trip, this is a great little inverter to have.  It has short cords, but if you make sure to have longer cords to reach the back seat if traveling, you should be able to make it work.<br /><br />MY RATING<br />FIVE STARS.  I like this little thing, and even though it is not overly powerful, it suits our needs just fine.",positive,negative
B00XV581HK,5.0,These headphones are amazing!  Fantastic quality at the best price!!  Amazon Basics is the way to go!,positive,positive
B08F9TMWN7,5.0,"I just returned a much more expensive brand of headphones for bad sound and a faulty cord. At less than half the price of the more expensive headset, these are just amazing. The sound is great and they work very well for meetings and things. I don't happen to be a gamer, so I can't speak to that, but they are absolutely fabulous for regular use.",positive,positive
B000094Q77,4.0,"These are really, really high quality earbuds, especially for the price. The sound quality is actually pretty amazing. I had a middling-quality pair of those ""Inked"" earbuds attached to my laptop at work. The sound quality was always disappointing, but I had sort of assumed that it was probably due to the laptop sound card, etc. Then today I attached my new Sony Fontopias and wow...what a difference! Yes, they have bass boost, but not so much that it overwhelms the music.<br /><br />These headphones are also surprisingly comfortable. They aren't the typical in-ear shape that gets jammed all the way into your ear, but there's a little more to them than the default ""sort of hang in the outer part of your ear"" that you get with the default iPod earbuds, for example. I like the hybrid, in-between quality and they fit me pretty well. They're not noise-cancelling, but the sound is so good that I really don't notice other office sounds (not even my disgusting cubicle neighbor who eats cookies like the Cookie Monster and sounds completely disgusting - now you know why I need to listen to music at work!). I'm so happy with the sound quality and comfort of these headphones, I'm willing to give then four stars in spite of one very major drawback:<br /><br />THE CORD IS RIDICULOUSLY SHORT.<br /><br />I have NEVER seen such a short cord on any pair of headphones, earbuds, headset, etc. that I have owned. I measured the cord from the jack to the point where the ""Y"" that goes to each individual bud starts, and it is barely 2 feet. TWO FEET! People, that is SHORT. So I'm going to go to Radio Shack at lunch today and buy an extension cord/adapter. So unless you're going to sit right next to the source you are connecting the headphones to, whether it's a computer or MP3 player or stereo, you'll need to add the cost of an extension cable to the price. Trust me - it's way too short as sold, like it wouldn't even stretch from my iPod in a backpack to my ears if I was walking around.<br /><br />Otherwise, awesome headphones.",positive,positive
B07YP13YP7,4.0,"The Hyperion auto dash camera is a decent dash cam for the money.  It is easy to install and the suction cup holder is very secure.  You can choose three different video resolutions; 1296P, 1080P, or 720P. The higher the resolution the shorter the recording duration before the video starts loop recording.  You can increase memory by inserting a higher capacity memory card, it  comes with a 16GB memory card installed already and it can take a 32GB or up to a 64GB memory card.  The recording modes/video files are, Crash detected, Loop-recording, Parking and Photo. You can plug your camera to you computer with the supplied cable to transfer the videos or you can pop out the memory card and put it in a card reader on your computer to transfer the videos.  You can also update the camera the same way, if there is an update to the camera.<br /><br />The camera has other functions as well, it has Advanced Driver Assistance Systems (ADAS), Lane Departure Warning System (LDWS), Front Collision Warning System, Front Vehicle Departure Warning.  They seem to work, but I wouldn't rely on it.  It just give beeping tones and sometimes it seems random whey they go off, also if you pass other drivers or vice versa it beeps as well.  The good thing is in the menu settings, you can disable the alarms and it doesn't affect the camera recording.<br /><br />Installation is pretty simple, it comes with a long power cord that can be easily concealed under the trim.  The only thing that might be a problem is you need to plug it into the cigarette lighter, so if you don't have another lighter plug outlet, you would have to unplug the camera to for example plug in a cellphone charger.  The camera does have a rechargeable battery built in so it can run on battery power for a while, but you have to have the camera plugged in for a while to charge the battery first.<br /><br />Overall, this is a nice camera and I am very happy with it.",positive,negative
B07KHNBHFX,5.0,"I've got 5 kids, I camp, I collect flashlights, and I'm a gamer, so you can imagine how many devices I have that use USB for power!  This is the largest charger I ever saw, and it is as quiet as a regular sized one.  I use this one in the utility room where I charge up my camping gear (flashlights and fans) for the next trip (or as emergency supplies for a hurricane).  Highly recommended!",positive,negative
B00CHEJP2G,5.0,"Simple; plug it in and use it.  The new traffic receiver took about 10 minutes to display the local traffic information the first time but after that, it worked just like my original traffic receiver.  The new traffic receiver arrived quickly just as all of my Amazon orders do!",positive,positive
B09F5VNNXW,3.0,"[[VIDEOID:2212eb120f801d8851a76eb4e94985a0]] This is a really cool way to make your head unit act like a tablet. If you have Android Auto in your dash, you already know that it is pretty cool but a watered down experience of the full blown OS on your phone. It also relies on your phone being plugged in. This device eliminates that by having its own complete Android operating system on a stick that appears on your display, completely independent of your phone. Complete with play store and streaming apps! It is a very cool concept and pretty useful, but sadly I hit some snags along the user experience:<br />1) You have to wait 30 seconds for it to boot every time you start the car.<br />2) Unlike Android Auto on your phone, you need to supply an internet connection (you can use your phone as a hotspot if your plan allows and you have enough data, but it is extra steps involved every time you boot if you want to connect)<br />3) There is no shutdown/sleep. When you turn off the car, the device abruptly dies and has to start fresh again each time.  Aside from the long boot up each time, this leads to two potential problems:<br />  3a)The time/date resets every time you turn the ignition. If you don't have a network connection for it to grab the correct time, it will default to thinking it is Dec 31st and 7am. Every. Single. Boot.<br />  3b) Anyone who knows how operating systems work can vouch that if you are in the middle of a write operation (saving a file, updating an app, etc) storage could become corrupted if power is immediately shut without warning to the device. There is no warning to the device, it's either on while the car is, or dead when the ignition is cut.  Heck, even if you leave the ignition in the acc position so it remains powered on, if you turn to the ignition position, that momentary cut to the power while the car starts means another 30 second reboot and the time reset to 7am. Very annoying.<br />4) There is no pinch to zoom option, which some apps (like maps) assume is available for the user experience.<br />5) Bluetooth support from a phone is very poor. The unit can tell you that a call is coming in, but you can't answer or initiate the call without exiting the UI and either going back to the head unit menu, or controlling it from the phone. Also, no phone audio (A2DP) is played from the phone because the MStick is using the Bluetooth profile for its own audio.<br /><br />In a nutshell, a lot of these caveats could be worked around with some design changes. The stick could be built with a small internal battery much like a phone or tablet, so that it can sleep when the power is shut off and wait for the user to turn the car back on without rebooting from scratch. This would also solve the time reset issue.<br />The same way that there is a button on the nav bar to pull down the notification shade, there could be a button to enable pinch zooming within apps that require it.<br /><br />There could also be a built in way to attach another display, perhaps mirror to a phone or remote desktop in so that you can set up all your apps, etc, at home in the comfort of your wifi instead of doing all of this outside in the car. Everytime I wanted to try something, I had to tinker outside in my driveway and run down my car's battery and/or waste fuel keeping it running for no reason. Little things like that would make a HUGE difference in the end user experience. This product seems like more hassle than it is worth for the average user, but is an excellent proof of concept if you want to, for example, have Torque running on your car display but not upgrade the whole stereo to an Android powered one.<br />BUT, then again, it sort of begs to wonder why not just get an Android tablet or old phone and mount it on the dash and leave the radio to connect with your phone? The user experience might be better than working around the caveats that this introduces.",positive,negative
B000MUXVYK,3.0,"Purchased these as an Amazon ""suggested"" purchase with the kids metal detectors - come to find out that the detectors don't have a headphone jack.  Eh.  Not sure what I will do with them now.",positive,negative
B0000X90V2,5.0,"Worked really well for stampin up stamp sets, bought more",positive,positive
B0013J1DI0,5.0,"Although a bit on the ""pricey"" side for computer speakers, they sound great and not too bight.<br />Some of the speakers that I have auditioned are way too harsh and I could not wait to send them back; this includes some ""Big Name"" speakers(now made in China)!<br />These are active speakers and handle high volume with aplomb without losing the musicality.<br />I can listen to them all day!<br />I have two sets one set of HD6 with subwoofer and one set of HD3 with subwoofer.<br />Closest thing to Audiophile speakers this side of $2,500.00.",positive,positive
B002RMPHMU,4.0,Great speakers for what I paid but no base at all. They sound a little hollow but I didn't pay $800 for the set. You'll get a good value if you understand that these are not a set of Bowes Wilkins speakers.,positive,positive
B01BHAU6QO,1.0,"I've recently purchased this BT headset and the first thing I did was install the latest firmware due to the reviews I've read.  While it does most of what they advertise the BT connectivity is really poor unless you hold the phone in a stationary visible position from your phone or while it's stationary on a table.  If you put it in your pocket or even in your hand with a normal hand swing the sound stutters and is not worth using.  I've purchased a 60 dollar pair of similar BT ear buds without all the extra features but it sure does work reliably in a way you would expect any headset to work.  I've written their technical support for assistance and this is what they told me after a few emails back and forth explaining my issue and running their tests.  Here is their final reply, I didn't put in the agents name as to not hold the agent responsible directly for this issue.<br /><br />(Bragi)<br />Apr 5, 10:26 CEST<br />Hello Derek<br /><br />Thanks for getting back to us with the results of your test.<br /><br />I understand The Black Dash has some issues when being connected to an external device via Bluetooth, specifically when using it outside. In certain cases we have had a few customers who experienced similar issues like you. As you performed the range test and got a positive result, we can confidently say that your unit's Bluetooth hardware is generally working correctly.<br /><br />Nonetheless, this is not an excuse for your Bluetooth dropouts. Bluetooth, in general is a technology that offers us the possibility to pair The Black Dash to many different devices, due to the technology's widespread usage. Never the less, it is also a technology that comes with disadvantages. One of those is the actual dependency of the surroundings as you discovered already. That actually means that Bluetooth works very well in closed surroundings where you have surfaces that reflect the Bluetooth signals. However, when being outside with no walls at all, the Bluetooth range very much varies. Having your external device in your right side pockets, your The Black Dash should work independently from the outside surroundings.<br /><br />Again, this is not an excuse for your Bluetooth dropouts, but rather an explanation for this behavior. Furthermore, we are doing our best to regulate Bluetooth performance with our firmware settings, and every update should actually improve Bluetooth performance.<br />We hope you can understand that.<br /><br />All the best,<br />(Agent name)& your Team Bragi​​​​​​",negative,negative
B08GY3YL4Z,5.0,"[[VIDEOID:aa62c4a985c4975900f7ad1700e6cfd1]] This set does require an AC supplied power cord for true stereo.  Only one speaker is battery powered.  Nonetheless, this speaker set has good sound.  Not amazing sound, but good sound with lots of volume.  I love the wood enclosed speakers.  It is nice to be able to position the portable speaker anywhere and without a wired connection.  That’s what I like about this bookshelf speakers.<br /><br />Trust you found this review honest and helpful:-)",positive,positive
B07X91RBQ8,5.0,"First impression; Beauty. The headphones are adorable!<br />The second thing you notice is comfort. SO soft and COMFORTABLE<br />And then comes the sound. OMG, this is exactly what I have been looking for. I have bought a few headphones recently. These are simply the best!!<br />Love love love them",positive,positive
B004LSNF04,4.0,"I am having trouble getting this cable to remain inserted into the back of my Yamaha receiver.  There doesn't seem to be any sort of positive click to hold it in place, and when I have had to move the receiver to install some other cable or adjust something, the toslink cable invariably falls out of the port on the back of the receiver.  I'm 65 years old and overweight and have a bad knee, so rolling around on the floor trying to get this cable reattached to the receiver is no picnic.<br />I need to update this review.  apparently, I damaged the first cable while trying to remove it from the back of the receiver.  I have since replaced the cable with a new one, same model, and it seats itself into the receiver and stays there with no problem.",positive,negative
B07T2FQH6N,2.0,"I sent it back. The sound on this unit drills into my skull 15 minutes after listening. Tinny and shrill. I've had $10 radios with smaller speakers that sound much, much better. Reception, however, is incredible. SW on this unit is great. Thus the two stars.",negative,positive
B001F50UIQ,4.0,"I had an iPod 2GB Nano and wanted to get something with larger capacity.  I did some research and finally bought the Walkman.  I was around for the very first Sony Walkman casette tape player, so the idea of getting a Sony MP3 player was appealing.<br />After using it for over a month, I find it a great little device.  The battery life is amazing.  I charged it over two weeks ago and have used it on multiple three hour car rides.  I also had it hooked up to a speaker in my office and left it on for several hours and it stil has battery life.<br />It took me some time to get used to the navigation, but now I am fine with the difference between the Walkman and the iPod.  The sound quality is good and although the volume could be better, it is acceptable for my use.<br />The major problem I have with the unit is the software.  Sony included one of those mini disc's which loaded a couple of software programs on my computer.  The main program is one which allows you to drag and drop files from your computer to the player; however, it doesn't work.  I dragged a few tunes to see how it worked and then started dragging all the music.  The software kept accepting the tunes, but after it ""loaded"" for about 2 hours, I discovered it had only loaded the first set of tunes.  The rest, and the two hour wait, was for nothing.  The software also has a ""delete"" function, which also doesn't work.  It tells you that it delets items from the player, but they are still there.<br />So, I junked that software and decided to use the Windows Media Player.  This is ok, except that the Media Player has a very odd way to create playlists.  There are some round about ways to create the play list and I have finaly learned how to do it, but it took way too long compared to iTunes.  The other odd thing is that when you create a play list it has to be from tunes on your computer, not on the device.  Then when you sync the device to load the playlist, it may or may not put duplicate versions of the music on the device.  Sometimes it finds the songs on the device and sometimes it does not.  So, I ended up with multiple copies of some songs.  The device software is also pathetic.  It doesn't allow you to create playlists on the device, and as others have noted, there is no way to delete items from the device without using the software.<br />I finally just had the computer recognize the device as an external drive and was able to load songs and delete them with no probme.<br />Despite the isues, I still like the device better than my Nano.  For one thing it has an FM receiver, which works great.  Now that I have come to terms with the crappy software, it works great. So, if you are looking for an alternative to the iPod, this is a good option.  Just stay away from the software provided by Sony and you will be fine.",positive,negative
B07XXG6L26,3.0,"I wanted to use these to replace some older bookshelf speakers in our living room, currently connected to a streaming Alexa-enabled player. I like that these have two auxiliary inputs so technically I can attach it to our audio system and ALSO something like our home theater receiver, and occasionally use Bluetooth to connect to a phone when needed. These are much nicer looking and sound really good compared to my old speakers, however I'm rather annoyed that everytime they power up it defaults to Bluetooth again. My audio system gets shut off at night and turned back on in the morning via a switch. I really wish the speakers would go back to the last setting used, or perhaps have a way to change the default. As it is right now, every morning we have to find the remote and press Line 1 to hear the music, despite the player trying to play. Even worse, if we can't find the remote, there's NO WAY to change settings on  speaker itself. This just seems like an unnecessary extra step and it has made some of my family members prefer the old speakers instead, sadly.<br />It is very unfortunate because these otherwise have the potential to be so incredible! But this is a usability fail. It should at the very least recall the last mode used.",positive,negative
B07FMSTQM6,4.0,"The Jabra Talk 35 Bluetooth Headset is great.<br />The instructions are simple and easy to follow.<br />This headset is comparable with an android or iPhone.<br />It fits comfortably in your ear. There are extra ear attachments that allow you to wear over the back of the ear or just inside.<br />The quality is clear.<br />The battery life is decent.<br />If you live in a handsfree state like I do (Georgia), this is the perfect little investment, especially if you drive an older model car that is not Bluetooth enabled. And I especially like this option better than some of those other cellphone accessories (that you mount on the dash or on the window).",positive,positive
B00VYSLY0C,5.0,"I received this as a free review sample. Although it's designed for notebooks, I am using it for my 10.1 inch tablet and for that it's perfect.<br /><br />One of the main reasons why I rated this so highly is the protection that it affords. Part of the reason why it's so slim and light, yet protects so will is the interior has an arrangement of raised, circular shapes. They provide cushioning on both sides of the interior. They also greatly reduce shock in the event of a fall. I tested that by taking a functioning - but no longer used - Acer Aspire One notebook and dropping it from waist level inside this bag on a hard floor. There was no physical damage to the exterior of the Acer and it powered up and operated normally.<br /><br />The exterior of the bag has a spongy feel that also diminished shock, so the protection is twofold. Other features I love are the heavy duty seams and zippers, and even the color scheme. On the latter, there is enough red to catch my eye when I am packing my gear and doing a visual scan to make sure I did not leave anything behind. I have 'forgotten' black cases in the past, but this one is hard to miss.<br /><br />Do be aware that there is a slight chemical odor to this bag when you first unpack it. That will go away in a day or less, but it's there and you need to know about it before you make your final purchase decision. Also carefully read the part of the product description that states, ' If your laptop screen size is 14 inches, and the maximum thickness greater than 28mm (0.11""), please do not select this bag.' That will save you some frustration if your laptop is too large for this bag.",positive,positive
B0828MZGNX,4.0,"Yeah, as minimal,as you can get right now.  Very flexible arm, and there is only one light brightness, which is ample to work with in the dark.  I use it to write my journey, read a paper novel.  It isn’t bulky at all, which is what I love.  You can replace the battery, but you need a tiny screwdriver head to remove 3 tiny screw- I wish they had designed a slide on-off battery cover.  At least this will last me along time, as it is 3V flat battery, which has very good battery life.  Super happy, as it does not take up mouth storage space.",positive,positive
B003GHNQ0K,4.0,"Don't expect Bose sound quality. There's only one little speaker on the right end. For it's sound, however, the speaker is halfway decent for it's size. Decent reception. The buttons can be a pain at first, but once you've had it for ten days or so, you get used to them in the dark. I wish Sony had added another speaker on the other end to make it stereo. Then I'd give it five stars.",positive,positive
B00XV581HK,5.0,"I bought these for my husband based on a video review that I saw on line for them. I did try them out before I gave them to  him, you know, so I could make sure they worked. These headphones block out a lot of sound even with no music playing. I love them, and he loves them!! I am really happy I bought these for  him. They expand to fit, the ear parts swivel so they can be packed flat and the ear pads themselves are very cushiony.",positive,positive
B07BW9G8FG,5.0,"I can confirm that these earbuds work. I didn't expect the volume to be so loud on my phone, unless it was raised by the volume when I was unwrapping the cords. And after I got the volume down, my husband asked me why I didn't turn the volume down before I put them on. He had to tell me again after I removed the plugs due to the noise cancellation. I would say they work pretty well.",positive,negative
B07281HV9B,1.0,I couldn't figure out how to get this to clamp to my phone.  It didn't move.  i returned.  I have an iphone 11,negative,negative
